ID_UNIDADE_GESTORA,CODIGOTCE,ESFERA,CODIGOMUNICIPIO,MUNICIPIO,ORGAO,SIGLA,SITUACAO,CNPJ,PODER,UNIFED,TipoPessoaJuridicaPublica,NATUREZA
494,120002,Municipal,P120,Recife,Câmara Municipal do Recife,CMR,Ativa,08903189000134,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
495,120003,Municipal,P120,Recife,Companhia de Trânsito e Transporte Urbano do Recife,CTTU,Extinta - Desativada,10846103000120,Poder Executivo,PE,Não Vinculada,Sociedade de Economia Mista
496,120004,Municipal,P120,Recife,Empresa de Urbanização do Recife,URB,Extinta - Desativada,09945742000164,Poder Executivo,PE,Vinculada,Empresa Pública
497,120005,Municipal,P120,Recife,Empresa de Obras Públicas do Recife,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Empresa Pública
498,120006,Municipal,P120,Recife,Empresa Municipal de Informática do Recife,EMPREL,Ativa,11006269000100,Poder Executivo,PE,Vinculada,Empresa Pública
499,120007,Municipal,P120,Recife,Empresa de Manutenção e Limpeza Urbana - Emlurb,EMLURB,Extinta - Desativada,11497013000134,Poder Executivo,PE,Vinculada,Empresa Pública
500,120008,Municipal,P120,Recife,COMPANHIA DE ABASTECIMENTO DO RECIFE,COMPARE,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Empresa Pública
501,120009,Municipal,P120,Recife,Companhia de Serviços Urbanos do Recife,CSURB,Extinta - Desativada,10589240000127,Poder Executivo,PE,Vinculada,Sociedade de Economia Mista
503,120011,Municipal,P120,Recife,Fundação Guararapes,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Fundação Pública
504,120012,Municipal,P120,Recife,Fundação de Cultura Cidade do Recife,FCCR,Ativa,11508942000100,Poder Executivo,PE,Vinculada,Fundação Pública
505,120013,Municipal,P120,Recife,Instituto de Assistência Social e Cidadania,IASC,Extinta - Desativada,05615137000174,Poder Executivo,PE,Não Vinculada,Autarquia
506,120014,Municipal,P120,Recife,Ginásio de Esportes Geraldo Magalhães,GEGM,Extinta - Desativada,11030772000192,Poder Executivo,PE,Vinculada,Autarquia
507,120015,Municipal,P120,Recife,Autarquia de Saneamento do Recife - Sanear,SANEAR,Extinta - Desativada,07757799000104,Poder Executivo,PE,Não Vinculada,Autarquia
508,120016,Municipal,P120,Recife,Autarquia Municipal de Previdência e Assistência a Saúde dos Servidores do Recife,RECIPREV,Ativa,05244336000113,Poder Executivo,PE,Vinculada,Autarquia
509,120017,Municipal,P120,Recife,Fundo Municipal do Plano de Regularização das Zonas Especiais de Interesse Social do Recife,PREZEIS,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Fundo Público (antigo)
510,120018,Municipal,P120,Recife,Fundo de Vias Públicas do Recife,FVP,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Fundo Público (antigo)
512,120020,Municipal,P120,Recife,Fundo Municipal de Saúde do Recife,FMS,Ativa,41090291000133,Poder Executivo,PE,Vinculada,Fundo Público
513,120021,Municipal,P120,Recife,Fundo Municipal do Meio Ambiente do Recife,FMMA,Extinta - Desativada,05539768000151,Poder Executivo,PE,Vinculada,Fundo Público
514,120022,Municipal,P120,Recife,Fundo Municipal de Direitos Humanos do Recife,FMDH,Extinta - Desativada,09137527000137,Poder Executivo,PE,Vinculada,Fundo Público
515,120023,Municipal,P120,Recife,Fundo Municipal de Desenvolvimento da Economia Popular e Solidária do Recife,Recife Sol,Ativa,05424492000166,Poder Executivo,PE,Vinculada,Fundo Público
516,120024,Municipal,P120,Recife,Fundo Municipal da Criança e do Adolescente do Recife,,Extinta - Desativada,00397170000151,Poder Executivo,PE,Vinculada,Fundo Público
517,120025,Municipal,P120,Recife,Fundo Municipal de Assistência Social do Recife,FMAS,Extinta - Desativada,01381036000125,Poder Executivo,PE,Vinculada,Fundo Público
518,120026,Municipal,P120,Recife,Secretaria de Turismo do Recife,,Extinta - Desativada,10565000000192,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
519,120027,Municipal,P120,Recife,Secretaria de Turismo e Esportes da Prefeitura da Cidade do Recife,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
520,120028,Municipal,P120,Recife,Secretaria de Serviços Públicos do Recife,,Extinta - Desativada,10565000000192,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
521,120029,Municipal,P120,Recife,Secretaria de Saúde do Recife,SAUDE,Ativa,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
522,120030,Municipal,P120,Recife,Secretaria de Saneamento da Prefeitura da Cidade do Recife,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
523,120031,Municipal,P120,Recife,Secretaria de Saneamento do Recife,,Ativa,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
524,120032,Municipal,P120,Recife,Secretaria de Política da Assistência Social da Prefeitura da Cidade do Recife,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
525,120033,Municipal,P120,Recife,"Secretaria de Planejamento, Urbanismo e Meio Ambiente da Prefeitura da Cidade do Recife",,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
526,120034,Municipal,P120,Recife,Secretaria de Controle e Desenvolvimento Urbano e Obras do Cidade,,Extinta - Desativada,10565000000192,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
527,120035,Municipal,P120,Recife,Secretaria de Imprensa da Prefeitura da Cidade do Recife,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
528,120036,Municipal,P120,Recife,Secretaria de Habitação do Recife,,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
529,120037,Municipal,P120,Recife,Secretaria de Governo da Prefeitura da Cidade do Recife,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
530,120038,Municipal,P120,Recife,Secretaria de Gestão Estratégica e Relações Internacionais da Prefeitura da Cidade do Recife,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
531,120039,Municipal,P120,Recife,Secretaria de Finanças do Recife,,Ativa,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
532,120040,Municipal,P120,Recife,"Secretaria de Educação, Esporte e Lazer Recife",,Extinta - Desativada,10565000000192,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
533,120041,Municipal,P120,Recife,Secretaria de Direitos Humanos e Segurança Cidadã,,Extinta - Desativada,10565000000192,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
534,120042,Municipal,P120,Recife,Secretaria de Desenvolvimento Institucional de Recursos Humanos da Prefeitura da Cidade do Recife,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
535,120043,Municipal,P120,Recife,Secretaria de Desenvolvimento Econômico da Prefeitura da Cidade do Recife,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
536,120044,Municipal,P120,Recife,Secretaria de Cultura do Recife,,Ativa,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
537,120045,Municipal,P120,Recife,Sec. de Coordenação Política de Governo do Recife,,Extinta - Desativada,10565000000192,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
538,120046,Municipal,P120,Recife,Secretaria de Comunicação da Prefeitura da Cidade do Recife,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
539,120047,Municipal,P120,Recife,"Sec. de Ciência, Tecnol. e Desenv. Econ. do Recife",,Extinta - Desativada,10565000000192,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
540,120048,Municipal,P120,Recife,Secretaria de Assuntos Jurídicos do Recife,SAJ,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
541,120049,Municipal,P120,Recife,Secretaria de Assistência Social do Recife,,Extinta - Desativada,10565000000192,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
542,120050,Municipal,P120,Recife,Secretaria de Administração e Gestão de Pessoas do Recife,SADGP,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
543,120051,Municipal,P120,Recife,Governadoria Municipal do Recife,,Extinta - Desativada,41057324000143,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
1313,999302,Estadual,P120,Recife,Empresa Pernambucana de Transporte Intermunicipal,EPTI,Ativa,13526225000128,Poder Executivo,PE,Vinculada,Empresa Pública
1347,999304,Estadual,P120,Recife,Agência de Fomento do Estado de Pernambuco S/A,AGEFEPE,Ativa,13178690000115,Poder Executivo,PE,Vinculada,Sociedade de Economia Mista
1348,999305,Estadual,P120,Recife,Secretaria de Meio Ambiente e Sustentabilidade de Pernambuco,SEMAS,Ativa,13471612000104,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1302,120074,Municipal,P120,Recife,Reserva de Contingência do Recife,RCR,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1303,120075,Municipal,P120,Recife,Reserva do Regime de Previdência Próprio dos Servidores do Recife,RPPSR,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1227,999286,Estadual,P120,Recife,Agência Pernambucana de Águas e Clima,APAC,Ativa,11915612000120,Poder Executivo,PE,Vinculada,Autarquia
1230,120056,Municipal,P120,Recife,Fundo Municipal de Defesa do Consumidor,FUNDEC,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Fundo Público (antigo)
1172,120052,Municipal,P120,Recife,Secretaria de Meio Ambiente,,Extinta - Desativada,10565000000192,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
1173,120053,Municipal,P120,Recife,FUNDO MUNICIPAL DO MEIO AMBIENTE,FMMA,Extinta - Desativada,05539768000151,Poder Executivo,PE,Vinculada,Fundo Público (antigo)
1174,120054,Municipal,P120,Recife,Secretaria de Comunicação do Recife,SCPCR,Extinta - Desativada,10565000000192,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
1175,120055,Municipal,P120,Recife,Secretaria de Controle e Desenvolvimento Urbano e Obras do Recife,,Extinta - Desativada,10565000000192,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
1233,120057,Municipal,P120,Recife,Fundo de Habilitação de Interesse Social do Recife,FMHIS,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Fundo Público (antigo)
1234,120058,Municipal,P120,Recife,Fundo de Revitalização do Bairro do Recife,FRBR,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Fundo Público
1235,120059,Municipal,P120,Recife,Fundo de Desenvolvimento Urbano do Recife,FDU,Ativa,14448882000167,Poder Executivo,PE,Vinculada,Fundo Público
1236,120060,Municipal,P120,Recife,Fundo de Incentivo À Cultura do Recife,FIC,Ativa,11408653000120,Poder Executivo,PE,Vinculada,Fundo Público
1237,120061,Municipal,P120,Recife,Fundo Financeiro do Recife,RECIFIN,Ativa,07749692000114,Poder Executivo,PE,Vinculada,Fundo Público
1238,120062,Municipal,P120,Recife,Fundo Previdenciário do Recife,RECIPREV,Ativa,07749668000185,Poder Executivo,PE,Vinculada,Fundo Público
1239,120063,Municipal,P120,Recife,Fundo Municipal de Saneamento do Recife,FMSAN,Extinta - Desativada,07757763000120,Poder Executivo,PE,Vinculada,Fundo Público
1240,120064,Municipal,P120,Recife,Consórcio de Transportes da Região Metropolitana do Recife - Grande Recife,CTM,Extinta - Desativada,10309806000110,Poder Executivo,PE,Vinculada,Consórcio
1241,120065,Municipal,P120,Recife,Fundo Especial de Incremento À Arrecadação Tributária do Recife,FEIAT,Ativa,10565000000192,Poder Executivo,PE,Vinculada,Fundo Público
1242,120066,Municipal,P120,Recife,Fundo Especial de Incremento da Arrecadação da Divida Ativa do Município do Recife,FEIADAM,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Fundo Público (antigo)
1243,120067,Municipal,P120,Recife,Fundo Municipal de Defesa do Consumidor do Recife,FUNDEC,Extinta - Desativada,09185690000175,Poder Executivo,PE,Vinculada,Fundo Público
1244,120068,Municipal,P120,Recife,Fundo Municipal de Habitação de Interesse Social do Recife,FMHIS,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Fundo Público
1245,120069,Municipal,P120,Recife,Fundo Especial de Apoio À Procuradoria do Município do Recife,FEAPMR,Extinta - Desativada,09185701000117,Poder Executivo,PE,Vinculada,Fundo Público
1246,120070,Municipal,P120,Recife,Recursos Sob a Gestão da Secretaria de Finanças do Recife,RSGSF,Ativa,10565000000192,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
1248,999287,Estadual,P120,Recife,Secretaria de Cultura de Pernambuco,SECULT,Ativa,13270478000183,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1249,120072,Municipal,P120,Recife,Recursos Sob a Gestão da Secretaria de Administração e Gestão de Pessoas do Recife,RSGSA,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
1250,120073,Municipal,P120,Recife,Recursos Sob a Gestão da Secretaria de Assuntos Jurídicos do Recife,RSGSAJ,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
1254,999288,Estadual,P120,Recife,Secretaria Extraordinária da Copa de 2014,SECOPA,Extinta - Desativada,13232288000171,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
1255,999289,Estadual,P120,Recife,Secretaria de Articulação Social e Regional,SEART,Extinta - Incorporada,11914342000133,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1256,999290,Estadual,P120,Recife,"Secretaria de Ciência, Tecnologia e Inovação",SECTI,Ativa,41230103000125,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1257,999291,Estadual,P120,Recife,Secretaria do Governo,SEGOV,Extinta - Incorporada,13250729000168,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
1258,999292,Estadual,P120,Recife,Secretaria da Mulher de Pernambuco,SEMUL,Ativa,09601781000144,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1259,999293,Estadual,P120,Recife,Secretaria dos Esportes,SEESP,Extinta - Desativada,08686050000186,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
1260,999294,Estadual,P120,Recife,Secretaria de Imprensa de Pernambuco,,Ativa,10457561000178,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1261,999295,Estadual,P120,Recife,Secretaria da Criança e da Juventude,SCJ,Extinta - Transformada,13329579000182,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
1262,999296,Estadual,P120,Recife,Secretaria da Controladoria Geral do Estado de Pernambuco,SCGE,Ativa,10540711000102,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1263,999297,Estadual,P120,Recife,Secretaria de Assessoria ao Governador,,Extinta - Desativada,11927108000140,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
1264,999298,Estadual,P120,Recife,Casa Militar de Pernambuco,CAMIL,Ativa,11493327000169,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1265,999299,Estadual,P120,Recife,"Secretaria de Trabalho, Qualificação e Empreendedorismo",,Extinta - Fundida,08693255000199,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
1438,120084,Municipal,P120,Recife,"Fundo Municipal de Investimento Em Infraestrutura Urbana, Educação, Saúde, Meio Ambiente, Sustentabilidade, Segurança e Desenvolvimento Social do Recife",,Ativa,17989733000101,Poder Executivo,PE,Vinculada,Fundo Público
1439,120085,Municipal,P120,Recife,Gabinete de Projetos Especiais do Recife,GABPE,Ativa,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1440,120086,Municipal,P120,Recife,Secretaria de Juventude e Qualificação Profissional do Recife,SJQP,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1441,120087,Municipal,P120,Recife,Secretaria de Esportes do Recife,SECOPA,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1473,120088,Municipal,P120,Recife,Secretaria de Meio Ambiente e Sustentabilidade do Recife,SMAS,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1474,120089,Municipal,P120,Recife,Secretaria de Segurança Urbana do Recife,SESEG,Ativa,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1475,120090,Municipal,P120,Recife,Secretaria de Imprensa do Recife,,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1476,120091,Municipal,P120,Recife,Secretaria de Turismo e Lazer do Recife,STL,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1477,120092,Municipal,P120,Recife,Secretaria de Planejamento Urbano do Recife,SEDPU,Ativa,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1478,120093,Municipal,P120,Recife,Secretaria de Mobilidade e Controle Urbano do Recife,SEMOC,Ativa,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1479,120094,Municipal,P120,Recife,Secretaria de Infraestrutura e Serviços Urbanos do Recife,SISUR,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1480,120095,Municipal,P120,Recife,Secretaria de Desenvolvimento Social e Direitos Humanos do Recife,SDSDH,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1481,120096,Municipal,P120,Recife,Secretaria de Relações Institucionais do Recife,SRI,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1482,120097,Municipal,P120,Recife,Gabinete do Prefeito do Recife,GP,Ativa,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1483,120098,Municipal,P120,Recife,Secretaria de Educação do Recife,SEDUC,Ativa,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1515,999312,Estadual,P120,Recife,Fundo de Eficiência Hídrica e Energética,FEHEPE,Ativa,41230103000125,Poder Executivo,PE,Vinculada,Fundo Público
1516,999313,Estadual,P120,Recife,Secretaria de Infraestrutura,SEINFRA,Extinta - Desativada,10571982000125,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
1512,120108,Municipal,P120,Recife,Fundo Municipal de Juventude do Recife,,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Fundo Público
1513,999311,Estadual,P120,Recife,Empresa Pernambuco de Comunicação,EPC,Ativa,17659736000179,Poder Executivo,PE,Vinculada,Empresa Pública
1509,999309,Estadual,P120,Recife,Fundo para Fomento a Programas Especiais de Pernambuco,FUPES,Ativa,17588969000128,Poder Executivo,PE,Vinculada,Fundo Público
1510,999310,Estadual,P120,Recife,Fundo Estadual de Apoio Ao Desenvolvimento Municipal,FEM,Ativa,17856532000128,Poder Executivo,PE,Vinculada,Fundo Público
1487,999308,Estadual,P120,Recife,Fundo Especial de Reaparelhamento e Modernização do Poder Judiciário do Estado de Pernambuco,FERM-PJPE,Ativa,18335922000115,Poder Judiciário,PE,Vinculada,Fundo Público
1413,999307,Estadual,P120,Recife,Projeto de Apoio À Modernização e À Transparência da Gestão Fiscal do Estado de Pernambuco,PROFISCO,Ativa,10572014001024,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
1421,120077,Municipal,P120,Recife,Fundo  Municipal do  Prezeis Recife,PREZEIS,Extinta - Desativada,04639053000108,Poder Executivo,PE,Vinculada,Fundo Público
1431,120079,Municipal,P120,Recife,Secretaria de Planejamento e Gestão do Recife,SEPLAG,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1432,120080,Municipal,P120,Recife,Secretaria da Mulher do Recife,SMR,Ativa,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1433,120081,Municipal,P120,Recife,Gabinete do Vice-prefeito do Recife,GVP,Ativa,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1434,120082,Municipal,P120,Recife,Gabinete de Representação Em Brasília da Prefeitura do Recife,GRB,Extinta - Desativada,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1435,120083,Municipal,P120,Recife,Controladoria Geral do Município do Recife,CGM,Ativa,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1428,120078,Municipal,P120,Recife,Secretaria de Governo e Participação Social do Recife,SEGOV,Ativa,10565000000192,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1410,999306,Estadual,P120,Recife,Secretaria Executiva de Defesa Civil de Pernambuco,SEDEC,Ativa,11493327000592,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
1097,999277,Estadual,P120,Recife,Fundo de Aperfeiçoamento Profissional e Reequipamento do Tribunal de Contas,FAPRE-TCE,Ativa,09189476000197,Tribunal de Contas,PE,Vinculada,Fundo Público
1144,999285,Estadual,P120,Recife,Hospital da Restauração,HR,Ativa,10572048000209,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
1137,999278,Estadual,P120,Recife,Instituto de Terras e Reforma Agrária do Estado de Pernambuco,ITERPE,Ativa,10572055000553,Poder Executivo,PE,Vinculada,Autarquia
1138,999279,Estadual,P120,Recife,Hospital Barão de Lucena,HBL,Ativa,10572048000632,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
1139,999280,Estadual,P120,Recife,Hospital Getúlio Vargas,HGV,Ativa,10572048000551,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
1140,999281,Estadual,P120,Recife,Hospital Agamenon Magalhães,HAM,Ativa,10572048000390,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
1141,999282,Estadual,P120,Recife,Hospital Otávio de Freitas,HOF,Ativa,10572048000470,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
1051,999275,Estadual,P120,Recife,Secretaria Especial da Controladoria Geral do Estado,SECGE,Extinta - Desativada,10540711000102,Poder Executivo,PE,Não Vinculada,Secretaria e similares/Defensoria Pública
1052,999276,Estadual,P120,Recife,Consórcio de Transportes da Região Metropolitana do Recife Ltda,CTM,Ativa,10309806000110,Poder Executivo,PE,Vinculada,Empresa Pública
777,999001,Estadual,P120,Recife,Governo do Estado de Pernambuco,,Ativa,10571982000125,Poder Executivo,PE,Não Vinculada,Governo do Estado
778,999002,Estadual,P120,Recife,Assembléia Legislativa do Estado de Pernambuco,ALEPE,Ativa,11426103000134,Poder Legislativo,PE,Não Vinculada,Assembléia Legislativa
779,999003,Estadual,P120,Recife,Tribunal de Justiça de Pernambuco,TJ/PE,Ativa,11431327000134,Poder Judiciário,PE,Não Vinculada,Tribunal de Justiça
780,999004,Estadual,P120,Recife,Tribunal de Contas do Estado de Pernambuco,TCE/PE,Ativa,11435633000149,Tribunal de Contas,PE,Não Vinculada,Tribunal de Contas
781,999005,Estadual,P120,Recife,Ministério Público de Pernambuco,MPPE,Ativa,24417065000103,Ministério Público,PE,Não Vinculada,Ministério Público
782,999006,Estadual,P120,Recife,Agência de Desenvolvimento Econômico de Pernambuco S/A,AD/DIPER,Ativa,10848646000187,Poder Executivo,PE,Vinculada,Sociedade de Economia Mista
783,999007,Estadual,P120,Recife,Agência de Regulação dos Serviços Públicos Delegados do Estado de Pernambuco,ARPE,Ativa,03906407000170,Poder Executivo,PE,Vinculada,Autarquia
785,999009,Estadual,P120,Recife,NÚCLEO DE GESTÃO DO PORTO DIGITAL,PORTO DIGI,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Descentralizado
786,999010,Estadual,P120,Recife,Promoexport- Núcleo de Exportação de Pernambuco,PROMOEXPOR,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Descentralizado
787,999011,Estadual,P120,Recife,Banco do Estado de Pernambuco- BANDEPE,BANDEPE,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Sociedade de Economia Mista
788,999012,Estadual,P120,Recife,BANDEPE TÍTULOS E VALORES,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Sociedade de Economia Mista
789,999013,Estadual,P120,Recife,CENTRAIS DE ABASTECIMENTO DE PERNAMBUCO S.A. - CEASA,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Sociedade de Economia Mista
790,999014,Estadual,P120,Recife,"CENTRO DE CONVENÇÕES, FEIRAS E EXPOSIÇÕES S.A.",CECON,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Sociedade de Economia Mista
791,999015,Estadual,P120,Recife,COMPANHIA DE ARMAZÉNS GERAIS DE PERNAMBUCO - CAGEPE,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Sociedade de Economia Mista
792,999016,Estadual,P120,Recife,COMPANHIA INTEGRADA DE SERVICOS AGROPECUARIOS DE PERNAMBUCO - CISAGRO,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Sociedade de Economia Mista
793,999017,Estadual,P120,Recife,COMPANHIA DE HABITAÇÃO POPULAR DE PERNAMBUCO - COHAB,COHAB,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Sociedade de Economia Mista
794,999018,Estadual,P120,Recife,Companhia de Abastecimento e Armazens Gerais do Estado de Pernambuco - CEAGEPE,CEAGEPE,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Sociedade de Economia Mista
795,999019,Estadual,P120,Recife,COMPANHIA DE INDUSTRIALIZAÇÃO DE LEITE DO ESTADO DE PERNAMBUCO - CILPE,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Sociedade de Economia Mista
796,999020,Estadual,P120,Recife,Companhia de Trens Metropolitanos de Pernambuco,COPERTRENS,Ativa,05433691000130,Poder Executivo,PE,Vinculada,Sociedade de Economia Mista
798,999022,Estadual,P120,Recife,Companhia Editora de Pernambuco,CEPE,Ativa,10921252000107,Poder Executivo,PE,Vinculada,Sociedade de Economia Mista
799,999023,Estadual,P120,Recife,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,CELPE,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Sociedade de Economia Mista
800,999024,Estadual,P120,Recife,Companhia Estadual de Habitação e Obras,CEHAB,Ativa,03206056000195,Poder Executivo,PE,Vinculada,Sociedade de Economia Mista
801,999025,Estadual,P120,Recife,Companhia Pernambucana de Gás,COPERGÁS,Ativa,41025313000181,Poder Executivo,PE,Vinculada,Sociedade de Economia Mista
802,999026,Estadual,P120,Recife,Companhia Pernambucana de Saneamento,COMPESA,Ativa,09769035000164,Poder Executivo,PE,Vinculada,Sociedade de Economia Mista
